row,column,piece_type,piece_fraction,center_x_in,center_y_in,visible_x_in,visible_y_in,color,sku
16,16,full,1.000000,16.359375,13.606849,16.359375,13.606849,White,
16,17,full,1.000000,17.421875,13.606849,17.421875,13.606849,White,
16,18,full,1.000000,18.484375,13.606849,18.484375,13.606849,White,
16,19,full,1.000000,19.546875,13.606849,19.546875,13.606849,White,
16,20,full,1.000000,20.609375,13.606849,20.609375,13.606849,White,
16,21,full,1.000000,21.671875,13.606849,21.671875,13.606849,White,
16,22,full,1.000000,22.734375,13.606849,22.734375,13.606849,White,
16,23,full,1.000000,23.796875,13.606849,23.796875,13.606849,Black,
16,24,full,1.000000,24.859375,13.606849,24.859375,13.606849,Black,
16,25,full,1.000000,25.921875,13.606849,25.921875,13.606849,Black,
16,26,full,1.000000,26.984375,13.606849,26.984375,13.606849,Black,
16,27,full,1.000000,28.046875,13.606849,28.046875,13.606849,Black,
16,28,full,1.000000,29.109375,13.606849,29.109375,13.606849,Black,
16,29,full,1.000000,30.171875,13.606849,30.171875,13.606849,Black,
16,30,full,1.000000,31.234375,13.606849,31.234375,13.606849,Black,
16,31,full,1.000000,32.296875,13.606849,32.296875,13.606849,White,
16,32,full,1.000000,33.359375,13.606849,33.359375,13.606849,White,
16,33,full,1.000000,34.421875,13.606849,34.421875,13.606849,White,
16,34,full,1.000000,35.484375,13.606849,35.484375,13.606849,White,
16,35,full,1.000000,36.546875,13.606849,36.546875,13.606849,White,
16,36,full,1.000000,37.609375,13.606849,37.609375,13.606849,White,
16,37,full,1.000000,38.671875,13.606849,38.671875,13.606849,Black,
16,38,full,1.000000,39.734375,13.606849,39.734375,13.606849,Black,
16,39,full,1.000000,40.796875,13.606849,40.796875,13.606849,Black,
16,40,full,1.000000,41.859375,13.606849,41.859375,13.606849,Black,
16,41,full,1.000000,42.921875,13.606849,42.921875,13.606849,Black,
16,42,full,1.000000,43.984375,13.606849,43.984375,13.606849,Black,
16,43,full,1.000000,45.046875,13.606849,45.046875,13.606849,White,
16,44,edge_cut,0.362142,46.109375,13.606849,45.822975,13.606849,White,
17,1,edge_cut,0.362142,-0.109375,14.527001,0.177025,14.527001,White,
17,2,full,1.000000,0.953125,14.527001,0.953125,14.527001,White,
17,3,full,1.000000,2.015625,14.527001,2.015625,14.527001,Black,
17,4,full,1.000000,3.078125,14.527001,3.078125,14.527001,Black,
17,5,full,1.000000,4.140625,14.527001,4.140625,14.527001,White,
17,6,full,1.000000,5.203125,14.527001,5.203125,14.527001,White,
17,7,full,1.000000,6.265625,14.527001,6.265625,14.527001,White,
17,8,full,1.000000,7.328125,14.527001,7.328125,14.527001,White,
17,9,full,1.000000,8.390625,14.527001,8.390625,14.527001,White,
17,10,full,1.000000,9.453125,14.527001,9.453125,14.527001,White,
17,11,full,1.000000,10.515625,14.527001,10.515625,14.527001,White,
17,12,full,1.000000,11.578125,14.527001,11.578125,14.527001,White,
17,13,full,1.000000,12.640625,14.527001,12.640625,14.527001,White,
17,14,full,1.000000,13.703125,14.527001,13.703125,14.527001,White,
17,15,full,1.000000,14.765625,14.527001,14.765625,14.527001,White,
17,16,full,1.000000,15.828125,14.527001,15.828125,14.527001,White,
17,17,full,1.000000,16.890625,14.527001,16.890625,14.527001,White,
17,18,full,1.000000,17.953125,14.527001,17.953125,14.527001,White,
17,19,full,1.000000,19.015625,14.527001,19.015625,14.527001,White,
17,20,full,1.000000,20.078125,14.527001,20.078125,14.527001,White,
17,21,full,1.000000,21.140625,14.527001,21.140625,14.527001,White,
17,22,full,1.000000,22.203125,14.527001,22.203125,14.527001,White,
17,23,full,1.000000,23.265625,14.527001,23.265625,14.527001,White,
17,24,full,1.000000,24.328125,14.527001,24.328125,14.527001,Black,
17,25,full,1.000000,25.390625,14.527001,25.390625,14.527001,Black,
17,26,full,1.000000,26.453125,14.527001,26.453125,14.527001,Black,
17,27,full,1.000000,27.515625,14.527001,27.515625,14.527001,Black,
17,28,full,1.000000,28.578125,14.527001,28.578125,14.527001,Black,
17,29,full,1.000000,29.640625,14.527001,29.640625,14.527001,Black,
17,30,full,1.000000,30.703125,14.527001,30.703125,14.527001,Black,
17,31,full,1.000000,31.765625,14.527001,31.765625,14.527001,Black,
17,32,full,1.000000,32.828125,14.527001,32.828125,14.527001,White,
17,33,full,1.000000,33.890625,14.527001,33.890625,14.527001,White,
17,34,full,1.000000,34.953125,14.527001,34.953125,14.527001,White,
17,35,full,1.000000,36.015625,14.527001,36.015625,14.527001,White,
17,36,full,1.000000,37.078125,14.527001,37.078125,14.527001,White,
17,37,full,1.000000,38.140625,14.527001,38.140625,14.527001,White,
17,38,full,1.000000,39.203125,14.527001,39.203125,14.527001,Black,
17,39,full,1.000000,40.265625,14.527001,40.265625,14.527001,Black,
17,40,full,1.000000,41.328125,14.527001,41.328125,14.527001,Black,
17,41,full,1.000000,42.390625,14.527001,42.390625,14.527001,Black,
17,42,full,1.000000,43.453125,14.527001,43.453125,14.527001,Black,
17,43,full,1.000000,44.515625,14.527001,44.515625,14.527001,Black,
17,44,edge_cut,0.943848,45.578125,14.527001,45.550759,14.527001,White,
18,1,edge_cut,0.943848,0.421875,15.447153,0.449241,15.447153,White,
18,2,full,1.000000,1.484375,15.447153,1.484375,15.447153,Black,
18,3,full,1.000000,2.546875,15.447153,2.546875,15.447153,Black,
18,4,full,1.000000,3.609375,15.447153,3.609375,15.447153,White,
18,5,full,1.000000,4.671875,15.447153,4.671875,15.447153,White,
18,6,full,1.000000,5.734375,15.447153,5.734375,15.447153,White,
18,7,full,1.000000,6.796875,15.447153,6.796875,15.447153,White,
18,8,full,1.000000,7.859375,15.447153,7.859375,15.447153,White,
18,9,full,1.000000,8.921875,15.447153,8.921875,15.447153,White,
18,10,full,1.000000,9.984375,15.447153,9.984375,15.447153,White,
18,11,full,1.000000,11.046875,15.447153,11.046875,15.447153,White,
18,12,full,1.000000,12.109375,15.447153,12.109375,15.447153,White,
18,13,full,1.000000,13.171875,15.447153,13.171875,15.447153,White,
18,14,full,1.000000,14.234375,15.447153,14.234375,15.447153,White,
18,15,full,1.000000,15.296875,15.447153,15.296875,15.447153,White,
18,16,full,1.000000,16.359375,15.447153,16.359375,15.447153,White,
18,17,full,1.000000,17.421875,15.447153,17.421875,15.447153,White,
18,18,full,1.000000,18.484375,15.447153,18.484375,15.447153,White,
18,19,full,1.000000,19.546875,15.447153,19.546875,15.447153,White,
18,20,full,1.000000,20.609375,15.447153,20.609375,15.447153,White,
18,21,full,1.000000,21.671875,15.447153,21.671875,15.447153,White,
18,22,full,1.000000,22.734375,15.447153,22.734375,15.447153,White,
18,23,full,1.000000,23.796875,15.447153,23.796875,15.447153,White,
18,24,full,1.000000,24.859375,15.447153,24.859375,15.447153,Black,
18,25,full,1.000000,25.921875,15.447153,25.921875,15.447153,Black,
18,26,full,1.000000,26.984375,15.447153,26.984375,15.447153,Black,
18,27,full,1.000000,28.046875,15.447153,28.046875,15.447153,Black,
18,28,full,1.000000,29.109375,15.447153,29.109375,15.447153,Black,
18,29,full,1.000000,30.171875,15.447153,30.171875,15.447153,Black,
18,30,full,1.000000,31.234375,15.447153,31.234375,15.447153,Black,
18,31,full,1.000000,32.296875,15.447153,32.296875,15.447153,Black,
18,32,full,1.000000,33.359375,15.447153,33.359375,15.447153,White,
18,33,full,1.000000,34.421875,15.447153,34.421875,15.447153,White,
18,34,full,1.000000,35.484375,15.447153,35.484375,15.447153,White,
18,35,full,1.000000,36.546875,15.447153,36.546875,15.447153,White,
18,36,full,1.000000,37.609375,15.447153,37.609375,15.447153,White,
18,37,full,1.000000,38.671875,15.447153,38.671875,15.447153,White,
18,38,full,1.000000,39.734375,15.447153,39.734375,15.447153,Black,
18,39,full,1.000000,40.796875,15.447153,40.796875,15.447153,Black,
18,40,full,1.000000,41.859375,15.447153,41.859375,15.447153,Black,
18,41,full,1.000000,42.921875,15.447153,42.921875,15.447153,Black,
18,42,full,1.000000,43.984375,15.447153,43.984375,15.447153,Black,
18,43,full,1.000000,45.046875,15.447153,45.046875,15.447153,Black,
18,44,edge_cut,0.362142,46.109375,15.447153,45.822975,15.447153,White,
19,1,edge_cut,0.092921,-0.109375,16.367305,0.159676,16.058583,White,
19,2,edge_cut,0.274336,0.953125,16.367305,0.953125,16.038469,White,
19,3,edge_cut,0.274336,2.015625,16.367305,2.015625,16.038469,White,
19,4,edge_cut,0.274336,3.078125,16.367305,3.078125,16.038469,White,
19,5,edge_cut,0.274336,4.140625,16.367305,4.140625,16.038469,White,
19,6,edge_cut,0.274336,5.203125,16.367305,5.203125,16.038469,White,
19,7,edge_cut,0.274336,6.265625,16.367305,6.265625,16.038469,White,
19,8,edge_cut,0.274336,7.328125,16.367305,7.328125,16.038469,White,
19,9,edge_cut,0.274336,8.390625,16.367305,8.390625,16.038469,White,
19,10,edge_cut,0.274336,9.453125,16.367305,9.453125,16.038469,White,
19,11,edge_cut,0.274336,10.515625,16.367305,10.515625,16.038469,White,
19,12,edge_cut,0.274336,11.578125,16.367305,11.578125,16.038469,White,
19,13,edge_cut,0.274336,12.640625,16.367305,12.640625,16.038469,White,
19,14,edge_cut,0.274336,13.703125,16.367305,13.703125,16.038469,White,
19,15,edge_cut,0.274336,14.765625,16.367305,14.765625,16.038469,White,
19,16,edge_cut,0.274336,15.828125,16.367305,15.828125,16.038469,White,
19,17,edge_cut,0.274336,16.890625,16.367305,16.890625,16.038469,White,
19,18,edge_cut,0.274336,17.953125,16.367305,17.953125,16.038469,White,
19,19,edge_cut,0.274336,19.015625,16.367305,19.015625,16.038469,White,
19,20,edge_cut,0.274336,20.078125,16.367305,20.078125,16.038469,White,
19,21,edge_cut,0.274336,21.140625,16.367305,21.140625,16.038469,White,
19,22,edge_cut,0.274336,22.203125,16.367305,22.203125,16.038469,White,
19,23,edge_cut,0.274336,23.265625,16.367305,23.265625,16.038469,White,
19,24,edge_cut,0.274336,24.328125,16.367305,24.328125,16.038469,White,
19,25,edge_cut,0.274336,25.390625,16.367305,25.390625,16.038469,White,
19,26,edge_cut,0.274336,26.453125,16.367305,26.453125,16.038469,White,
19,27,edge_cut,0.274336,27.515625,16.367305,27.515625,16.038469,White,
19,28,edge_cut,0.274336,28.578125,16.367305,28.578125,16.038469,White,
19,29,edge_cut,0.274336,29.640625,16.367305,29.640625,16.038469,White,
19,30,edge_cut,0.274336,30.703125,16.367305,30.703125,16.038469,White,
19,31,edge_cut,0.274336,31.765625,16.367305,31.765625,16.038469,White,
19,32,edge_cut,0.274336,32.828125,16.367305,32.828125,16.038469,White,
19,33,edge_cut,0.274336,33.890625,16.367305,33.890625,16.038469,White,
19,34,edge_cut,0.274336,34.953125,16.367305,34.953125,16.038469,White,
19,35,edge_cut,0.274336,36.015625,16.367305,36.015625,16.038469,White,
19,36,edge_cut,0.274336,37.078125,16.367305,37.078125,16.038469,White,
19,37,edge_cut,0.274336,38.140625,16.367305,38.140625,16.038469,White,
19,38,edge_cut,0.274336,39.203125,16.367305,39.203125,16.038469,White,
19,39,edge_cut,0.274336,40.265625,16.367305,40.265625,16.038469,White,
19,40,edge_cut,0.274336,41.328125,16.367305,41.328125,16.038469,White,
19,41,edge_cut,0.274336,42.390625,16.367305,42.390625,16.038469,White,
19,42,edge_cut,0.274336,43.453125,16.367305,43.453125,16.038469,White,
19,43,edge_cut,0.274336,44.515625,16.367305,44.515625,16.038469,White,
19,44,edge_cut,0.263890,45.578125,16.367305,45.559979,16.035509,White,
